date,machine,shift,planned_time,run_time,downtime,actual_output,ideal_output,good_units,defects,availability,performance,quality,oee
2024-01-20,Press-01,Night,480,416,64,496,665,473,23,0.867,0.746,0.954,0.617
2024-01-20,Assembly-01,Morning,480,383,97,552,625,516,36,0.798,0.883,0.935,0.659
2024-01-20,Assembly-01,Afternoon,480,384,96,469,537,437,32,0.8,0.873,0.932,0.651
2024-01-20,Assembly-01,Night,480,446,34,592,721,577,15,0.929,0.821,0.975,0.744
2024-01-20,Welding-01,Morning,480,445,35,610,652,603,7,0.927,0.936,0.989,0.858
2024-01-20,Welding-01,Afternoon,480,461,19,679,729,664,15,0.96,0.931,0.978,0.874
2024-01-20,Welding-01,Night,480,386,94,391,553,369,22,0.804,0.707,0.944,0.537
2024-01-21,CNC-01,Morning,480,462,18,702,754,648,54,0.963,0.931,0.923,0.828
2024-01-21,CNC-01,Afternoon,480,384,96,550,620,543,7,0.8,0.887,0.987,0.7
2024-01-21,CNC-01,Night,480,372,108,499,601,472,27,0.775,0.83,0.946,0.609
2024-01-21,CNC-02,Morning,480,457,23,524,624,502,22,0.952,0.84,0.958,0.766
2024-01-21,CNC-02,Afternoon,480,468,12,545,655,523,22,0.975,0.832,0.96,0.779
2024-01-21,CNC-02,Night,480,384,96,491,582,459,32,0.8,0.844,0.935,0.631
2024-01-21,Press-01,Morning,480,467,13,613,716,569,44,0.973,0.856,0.928,0.773
2024-01-21,Press-01,Afternoon,480,429,51,493,650,488,5,0.894,0.758,0.99,0.671
2024-01-21,Press-01,Night,480,429,51,408,579,379,29,0.894,0.705,0.929,0.586
2024-01-21,Assembly-01,Morning,480,458,22,692,740,647,45,0.954,0.935,0.935,0.834
2024-01-21,Assembly-01,Afternoon,480,432,48,527,669,494,33,0.9,0.788,0.937,0.665
2024-01-21,Assembly-01,Night,480,378,102,491,573,457,34,0.787,0.857,0.931,0.628
2024-01-21,Welding-01,Morning,480,461,19,548,660,515,33,0.96,0.83,0.94,0.749
2024-01-21,Welding-01,Afternoon,480,422,58,471,576,457,14,0.879,0.818,0.97,0.697
2024-01-21,Welding-01,Night,480,403,77,494,651,488,6,0.84,0.759,0.988,0.63
2024-01-22,CNC-01,Morning,480,406,74,447,629,440,7,0.846,0.711,0.984,0.592
2024-01-22,CNC-01,Afternoon,480,383,97,399,529,369,30,0.798,0.754,0.925,0.557
2024-01-22,CNC-01,Night,480,410,70,414,574,398,16,0.854,0.721,0.961,0.592
2024-01-22,CNC-02,Morning,480,415,65,546,643,506,40,0.865,0.849,0.927,0.681
2024-01-22,CNC-02,Afternoon,480,373,107,506,534,493,13,0.777,0.948,0.974,0.717
2024-01-22,CNC-02,Night,480,451,29,610,736,595,15,0.94,0.829,0.975,0.76
2024-01-22,Press-01,Morning,480,373,107,408,547,382,26,0.777,0.746,0.936,0.543
2024-01-22,Press-01,Afternoon,480,465,15,465,651,429,36,0.969,0.714,0.923,0.639
2024-01-22,Press-01,Night,480,422,58,576,618,531,45,0.879,0.932,0.922,0.755
2024-01-22,Assembly-01,Morning,480,410,70,504,608,482,22,0.854,0.829,0.956,0.677
2024-01-22,Assembly-01,Afternoon,480,454,26,560,620,546,14,0.946,0.903,0.975,0.833
2024-01-22,Assembly-01,Night,480,382,98,517,560,481,36,0.796,0.923,0.93,0.683
2024-01-22,Welding-01,Morning,480,460,20,538,674,523,15,0.958,0.798,0.972,0.743
2024-01-22,Welding-01,Afternoon,480,442,38,460,648,428,32,0.921,0.71,0.93,0.608
2024-01-22,Welding-01,Night,480,429,51,492,629,455,37,0.894,0.782,0.925,0.647
2024-01-23,CNC-01,Morning,480,460,20,498,621,481,17,0.958,0.802,0.966,0.742
2024-01-23,CNC-01,Afternoon,480,399,81,397,558,379,18,0.831,0.711,0.955,0.564
2024-01-23,CNC-01,Night,480,434,46,598,687,589,9,0.904,0.87,0.985,0.775
2024-01-23,CNC-02,Morning,480,390,90,519,630,497,22,0.812,0.824,0.958,0.641
2024-01-23,CNC-02,Afternoon,480,378,102,559,617,540,19,0.787,0.906,0.966,0.689
2024-01-23,CNC-02,Night,480,373,107,455,540,442,13,0.777,0.843,0.971,0.636
2024-01-23,Press-01,Morning,480,465,15,696,759,678,18,0.969,0.917,0.974,0.865
2024-01-23,Press-01,Afternoon,480,412,68,572,652,533,39,0.858,0.877,0.932,0.701
2024-01-23,Press-01,Night,480,382,98,411,566,387,24,0.796,0.726,0.942,0.544
2024-01-23,Assembly-01,Morning,480,411,69,542,589,501,41,0.856,0.92,0.924,0.728
2024-01-23,Assembly-01,Afternoon,480,440,40,477,652,462,15,0.917,0.732,0.969,0.65
2024-01-23,Assembly-01,Night,480,441,39,467,632,436,31,0.919,0.739,0.934,0.634
2024-01-23,Welding-01,Morning,480,393,87,498,602,493,5,0.819,0.827,0.99,0.671
2024-01-23,Welding-01,Afternoon,480,375,105,491,575,453,38,0.781,0.854,0.923,0.616
2024-01-23,Welding-01,Night,480,454,26,503,658,476,27,0.946,0.764,0.946,0.684
2024-01-24,CNC-01,Morning,480,383,97,525,587,516,9,0.798,0.894,0.983,0.701
2024-01-24,CNC-01,Afternoon,480,441,39,528,632,488,40,0.919,0.835,0.924,0.709
2024-01-24,CNC-01,Night,480,408,72,596,639,586,10,0.85,0.933,0.983,0.78
2024-01-24,CNC-02,Morning,480,403,77,579,664,571,8,0.84,0.872,0.986,0.722
2024-01-24,CNC-02,Afternoon,480,380,100,542,608,510,32,0.792,0.891,0.941,0.664
2024-01-24,CNC-02,Night,480,406,74,602,656,555,47,0.846,0.918,0.922,0.716
2024-01-24,Press-01,Morning,480,442,38,594,670,583,11,0.921,0.887,0.981,0.801
2024-01-24,Press-01,Afternoon,480,395,85,405,566,378,27,0.823,0.716,0.933,0.55
2024-01-24,Press-01,Night,480,392,88,488,640,484,4,0.817,0.762,0.992,0.618
2024-01-24,Assembly-01,Morning,480,373,107,472,578,437,35,0.777,0.817,0.926,0.588
2024-01-24,Assembly-01,Afternoon,480,372,108,521,570,497,24,0.775,0.914,0.954,0.676
2024-01-24,Assembly-01,Night,480,442,38,500,663,493,7,0.921,0.754,0.986,0.685
2024-01-24,Welding-01,Morning,480,393,87,560,648,544,16,0.819,0.864,0.971,0.687
2024-01-24,Welding-01,Afternoon,480,390,90,418,591,393,25,0.812,0.707,0.94,0.54
2024-01-24,Welding-01,Night,480,424,56,613,671,566,47,0.883,0.914,0.923,0.745
2024-01-25,CNC-01,Morning,480,452,28,598,632,575,23,0.942,0.946,0.962,0.857
2024-01-25,CNC-01,Afternoon,480,433,47,601,678,587,14,0.902,0.886,0.977,0.781
2024-01-25,CNC-01,Night,480,446,34,568,676,544,24,0.929,0.84,0.958,0.748
2024-01-25,CNC-02,Morning,480,444,36,476,643,465,11,0.925,0.74,0.977,0.669
2024-01-25,CNC-02,Afternoon,480,378,102,489,548,456,33,0.787,0.892,0.933,0.655
2024-01-25,CNC-02,Night,480,400,80,491,546,476,15,0.833,0.899,0.969,0.726
2024-01-25,Press-01,Morning,480,447,33,455,610,436,19,0.931,0.746,0.958,0.665
2024-01-25,Press-01,Afternoon,480,377,103,496,584,470,26,0.785,0.849,0.948,0.632
2024-01-25,Press-01,Night,480,387,93,449,535,438,11,0.806,0.839,0.976,0.66
2024-01-25,Assembly-01,Morning,480,411,69,499,554,484,15,0.856,0.901,0.97,0.748
2024-01-25,Assembly-01,Afternoon,480,394,86,443,630,437,6,0.821,0.703,0.986,0.569
2024-01-25,Assembly-01,Night,480,407,73,539,657,511,28,0.848,0.82,0.948,0.659
2024-01-25,Welding-01,Morning,480,439,41,575,658,535,40,0.915,0.874,0.93,0.744
2024-01-25,Welding-01,Afternoon,480,369,111,384,541,368,16,0.769,0.71,0.958,0.523
2024-01-25,Welding-01,Night,480,383,97,427,561,394,33,0.798,0.761,0.923,0.561
2024-01-26,CNC-01,Morning,480,439,41,567,687,537,30,0.915,0.825,0.947,0.715
2024-01-26,CNC-01,Afternoon,480,451,29,505,601,500,5,0.94,0.84,0.99,0.782
2024-01-26,CNC-01,Night,480,374,106,420,504,390,30,0.779,0.833,0.929,0.603
2024-01-26,CNC-02,Morning,480,441,39,532,588,514,18,0.919,0.905,0.966,0.803
2024-01-26,CNC-02,Afternoon,480,368,112,469,496,458,11,0.767,0.946,0.977,0.709
2024-01-26,CNC-02,Night,480,456,24,437,615,413,24,0.95,0.711,0.945,0.638
2024-01-26,Press-01,Morning,480,367,113,402,550,373,29,0.765,0.731,0.928,0.519
2024-01-26,Press-01,Afternoon,480,462,18,559,654,530,29,0.963,0.855,0.948,0.781
2024-01-26,Press-01,Night,480,430,50,649,695,600,49,0.896,0.934,0.924,0.773
2024-01-26,Assembly-01,Morning,480,379,101,490,625,458,32,0.79,0.784,0.935,0.579
2024-01-26,Assembly-01,Afternoon,480,464,16,642,696,611,31,0.967,0.922,0.952,0.849
2024-01-26,Assembly-01,Night,480,413,67,400,564,392,8,0.86,0.709,0.98,0.598
2024-01-26,Welding-01,Morning,480,457,23,604,685,573,31,0.952,0.882,0.949,0.797
2024-01-26,Welding-01,Afternoon,480,459,21,576,703,546,30,0.956,0.819,0.948,0.742
2024-01-26,Welding-01,Night,480,452,28,549,700,537,12,0.942,0.784,0.978,0.722
2024-01-27,CNC-01,Morning,480,418,62,505,682,500,5,0.871,0.74,0.99,0.638
2024-01-27,CNC-01,Afternoon,480,388,92,515,543,475,40,0.808,0.948,0.922,0.706
2024-01-27,CNC-01,Night,480,468,12,555,694,541,14,0.975,0.8,0.975,0.76
2024-01-27,CNC-02,Morning,480,417,63,499,653,478,21,0.869,0.764,0.958,0.636
2024-01-27,CNC-02,Afternoon,480,377,103,533,622,501,32,0.785,0.857,0.94,0.632
2024-01-27,CNC-02,Night,480,451,29,668,729,635,33,0.94,0.916,0.951,0.819
2024-01-27,Press-01,Morning,480,435,45,482,587,448,34,0.906,0.821,0.929,0.691
2024-01-27,Press-01,Afternoon,480,437,43,486,604,472,14,0.91,0.805,0.971,0.711
2024-01-27,Press-01,Night,480,413,67,498,626,477,21,0.86,0.796,0.958,0.656
2024-01-27,Assembly-01,Morning,480,450,30,535,705,501,34,0.938,0.759,0.936,0.666
2024-01-27,Assembly-01,Afternoon,480,371,109,499,587,472,27,0.773,0.85,0.946,0.622
2024-01-27,Assembly-01,Night,480,457,23,586,708,564,22,0.952,0.828,0.962,0.758
2024-01-27,Welding-01,Morning,480,433,47,537,663,528,9,0.902,0.81,0.983,0.718
2024-01-27,Welding-01,Afternoon,480,457,23,517,655,491,26,0.952,0.789,0.95,0.714
2024-01-27,Welding-01,Night,480,401,79,511,641,472,39,0.835,0.797,0.924,0.615
2024-01-28,CNC-01,Morning,480,405,75,478,553,463,15,0.844,0.864,0.969,0.707
2024-01-28,CNC-01,Afternoon,480,431,49,478,653,441,37,0.898,0.732,0.923,0.607
2024-01-28,CNC-01,Night,480,424,56,585,636,562,23,0.883,0.92,0.961,0.781
2024-01-28,CNC-02,Morning,480,391,89,471,579,445,26,0.815,0.813,0.945,0.626
2024-01-28,CNC-02,Afternoon,480,366,114,396,488,376,20,0.762,0.811,0.949,0.586
2024-01-28,CNC-02,Night,480,395,85,401,526,387,14,0.823,0.762,0.965,0.605
2024-01-28,Press-01,Morning,480,443,37,587,664,554,33,0.923,0.884,0.944,0.77
2024-01-28,Press-01,Afternoon,480,434,46,632,694,591,41,0.904,0.911,0.935,0.77
2024-01-28,Press-01,Night,480,443,37,636,694,621,15,0.923,0.916,0.976,0.825
2024-01-28,Assembly-01,Morning,480,410,70,519,676,512,7,0.854,0.768,0.987,0.647
2024-01-28,Assembly-01,Afternoon,480,434,46,510,716,483,27,0.904,0.712,0.947,0.61
2024-01-28,Assembly-01,Night,480,436,44,460,617,453,7,0.908,0.746,0.985,0.667
2024-01-28,Welding-01,Morning,480,438,42,592,700,558,34,0.912,0.846,0.943,0.728
2024-01-28,Welding-01,Afternoon,480,451,29,686,729,679,7,0.94,0.941,0.99,0.876
2024-01-28,Welding-01,Night,480,373,107,568,603,540,28,0.777,0.942,0.951,0.696
2024-01-29,CNC-01,Morning,480,415,65,539,650,521,18,0.865,0.829,0.967,0.693
2024-01-29,CNC-01,Afternoon,480,433,47,522,714,512,10,0.902,0.731,0.981,0.647
2024-01-29,CNC-01,Night,480,419,61,620,663,582,38,0.873,0.935,0.939,0.766
2024-01-29,CNC-02,Morning,480,463,17,559,748,525,34,0.965,0.747,0.939,0.677
2024-01-29,CNC-02,Afternoon,480,442,38,574,626,562,12,0.921,0.917,0.979,0.827
2024-01-29,CNC-02,Night,480,437,43,529,582,489,40,0.91,0.909,0.924,0.764
2024-01-29,Press-01,Morning,480,397,83,488,641,455,33,0.827,0.761,0.932,0.587
2024-01-29,Press-01,Afternoon,480,424,56,548,614,539,9,0.883,0.893,0.984,0.776
2024-01-29,Press-01,Night,480,382,98,550,592,522,28,0.796,0.929,0.949,0.702
2024-01-29,Assembly-01,Morning,480,440,40,631,696,596,35,0.917,0.907,0.945,0.786
2024-01-29,Assembly-01,Afternoon,480,366,114,469,494,463,6,0.762,0.949,0.987,0.714
2024-01-29,Assembly-01,Night,480,398,82,425,530,395,30,0.829,0.802,0.929,0.618
2024-01-29,Welding-01,Morning,480,398,82,471,610,463,8,0.829,0.772,0.983,0.629
2024-01-29,Welding-01,Afternoon,480,373,107,413,528,390,23,0.777,0.782,0.944,0.574
2024-01-29,Welding-01,Night,480,401,79,482,541,451,31,0.835,0.891,0.936,0.696
2024-01-30,CNC-01,Morning,480,388,92,538,594,529,9,0.808,0.906,0.983,0.72
2024-01-30,CNC-01,Afternoon,480,417,63,419,597,406,13,0.869,0.702,0.969,0.591
2024-01-30,CNC-01,Night,480,395,85,476,566,459,17,0.823,0.841,0.964,0.667
2024-01-30,CNC-02,Morning,480,378,102,382,504,369,13,0.787,0.758,0.966,0.576
2024-01-30,CNC-02,Afternoon,480,427,53,434,604,412,22,0.89,0.719,0.949,0.607
2024-01-30,CNC-02,Night,480,361,119,478,559,458,20,0.752,0.855,0.958,0.616
2024-01-30,Press-01,Morning,480,468,12,563,678,539,24,0.975,0.83,0.957,0.774
2024-01-30,Press-01,Afternoon,480,378,102,422,573,403,19,0.787,0.736,0.955,0.553
2024-01-30,Press-01,Night,480,392,88,487,594,469,18,0.817,0.82,0.963,0.645
2024-01-30,Assembly-01,Morning,480,384,96,482,544,454,28,0.8,0.886,0.942,0.668
2024-01-30,Assembly-01,Afternoon,480,428,52,594,656,571,23,0.892,0.905,0.961,0.776
2024-01-30,Assembly-01,Night,480,391,89,439,612,406,33,0.815,0.717,0.925,0.541
2024-01-30,Welding-01,Morning,480,435,45,518,652,506,12,0.906,0.794,0.977,0.703
2024-01-30,Welding-01,Afternoon,480,458,22,542,748,519,23,0.954,0.725,0.958,0.663
2024-01-30,Welding-01,Night,480,419,61,504,649,471,33,0.873,0.777,0.935,0.634
2024-01-31,CNC-01,Morning,480,436,44,491,632,466,25,0.908,0.777,0.949,0.67
2024-01-31,CNC-01,Afternoon,480,453,27,469,611,451,18,0.944,0.768,0.962,0.697
2024-01-31,CNC-01,Night,480,382,98,418,573,389,29,0.796,0.729,0.931,0.54
2024-01-31,CNC-02,Morning,480,432,48,494,662,479,15,0.9,0.746,0.97,0.651
2024-01-31,CNC-02,Afternoon,480,429,51,591,636,568,23,0.894,0.929,0.961,0.798
2024-01-31,CNC-02,Night,480,464,16,490,618,468,22,0.967,0.793,0.955,0.732
2024-01-31,Press-01,Morning,480,424,56,552,650,515,37,0.883,0.849,0.933,0.699
2024-01-31,Press-01,Afternoon,480,385,95,507,564,479,28,0.802,0.899,0.945,0.681
2024-01-31,Press-01,Night,480,383,97,525,568,507,18,0.798,0.924,0.966,0.712
2024-01-31,Assembly-01,Morning,480,445,35,483,623,454,29,0.927,0.775,0.94,0.675
2024-01-31,Assembly-01,Afternoon,480,371,109,460,531,453,7,0.773,0.866,0.985,0.659
2024-01-31,Assembly-01,Night,480,435,45,524,645,498,26,0.906,0.812,0.95,0.699
2024-01-31,Welding-01,Morning,480,424,56,599,678,557,42,0.883,0.883,0.93,0.725
2024-01-31,Welding-01,Afternoon,480,450,30,536,720,519,17,0.938,0.744,0.968,0.676
2024-01-31,Welding-01,Night,480,436,44,522,624,509,13,0.908,0.837,0.975,0.741
2024-02-01,CNC-01,Morning,480,393,87,511,602,489,22,0.819,0.849,0.957,0.665
2024-02-01,CNC-01,Afternoon,480,469,11,544,640,513,31,0.977,0.85,0.943,0.783
2024-02-01,CNC-01,Night,480,429,51,541,614,535,6,0.894,0.881,0.989,0.779
2024-02-01,CNC-02,Morning,480,447,33,503,692,473,30,0.931,0.727,0.94,0.636
2024-02-01,CNC-02,Afternoon,480,429,51,549,614,534,15,0.894,0.894,0.973,0.778
2024-02-01,CNC-02,Night,480,370,110,418,493,403,15,0.771,0.848,0.964,0.63
2024-02-01,Press-01,Morning,480,374,106,417,529,411,6,0.779,0.788,0.986,0.605
2024-02-01,Press-01,Afternoon,480,422,58,494,569,487,7,0.879,0.868,0.986,0.752
2024-02-01,Press-01,Night,480,439,41,585,636,553,32,0.915,0.92,0.945,0.796
2024-02-01,Assembly-01,Morning,480,427,53,436,583,431,5,0.89,0.748,0.989,0.658
2024-02-01,Assembly-01,Afternoon,480,427,53,455,576,419,36,0.89,0.79,0.921,0.648
2024-02-01,Assembly-01,Night,480,384,96,453,633,431,22,0.8,0.716,0.951,0.545
2024-02-01,Welding-01,Morning,480,435,45,452,609,426,26,0.906,0.742,0.942,0.633
2024-02-01,Welding-01,Afternoon,480,416,64,528,658,508,20,0.867,0.802,0.962,0.669
2024-02-01,Welding-01,Night,480,416,64,461,658,447,14,0.867,0.701,0.97,0.59
2024-02-02,CNC-01,Morning,480,463,17,625,763,603,22,0.965,0.819,0.965,0.763
2024-02-02,CNC-01,Afternoon,480,448,32,540,731,498,42,0.933,0.739,0.922,0.636
2024-02-02,CNC-01,Night,480,367,113,423,556,399,24,0.765,0.761,0.943,0.549
2024-02-02,CNC-02,Morning,480,387,93,419,548,392,27,0.806,0.765,0.936,0.577
2024-02-02,CNC-02,Afternoon,480,439,41,498,585,476,22,0.915,0.851,0.956,0.744
2024-02-02,CNC-02,Night,480,373,107,421,578,411,10,0.777,0.728,0.976,0.552
2024-02-02,Press-01,Morning,480,362,118,388,488,375,13,0.754,0.795,0.966,0.579
2024-02-02,Press-01,Afternoon,480,398,82,411,530,396,15,0.829,0.775,0.964,0.619
2024-02-02,Press-01,Night,480,448,32,569,619,557,12,0.933,0.919,0.979,0.839
2024-02-02,Assembly-01,Morning,480,449,31,568,673,540,28,0.935,0.844,0.951,0.75
2024-02-02,Assembly-01,Afternoon,480,365,115,516,553,507,9,0.76,0.933,0.983,0.697
2024-02-02,Assembly-01,Night,480,389,91,474,596,441,33,0.81,0.795,0.93,0.599
2024-02-02,Welding-01,Morning,480,441,39,616,683,576,40,0.919,0.902,0.935,0.775
2024-02-02,Welding-01,Afternoon,480,419,61,467,649,450,17,0.873,0.72,0.964,0.606
2024-02-02,Welding-01,Night,480,405,75,413,546,382,31,0.844,0.756,0.925,0.59
2024-02-03,CNC-01,Morning,480,389,91,522,577,512,10,0.81,0.905,0.981,0.719
2024-02-03,CNC-01,Afternoon,480,417,63,517,556,495,22,0.869,0.93,0.957,0.773
2024-02-03,CNC-01,Night,480,361,119,509,571,498,11,0.752,0.891,0.978,0.655
2024-02-03,CNC-02,Morning,480,468,12,511,639,501,10,0.975,0.8,0.98,0.764
2024-02-03,CNC-02,Afternoon,480,373,107,443,540,423,20,0.777,0.82,0.955,0.608
2024-02-03,CNC-02,Night,480,392,88,390,542,365,25,0.817,0.72,0.936,0.551
2024-02-03,Press-01,Morning,480,375,105,537,575,499,38,0.781,0.934,0.929,0.678
2024-02-03,Press-01,Afternoon,480,378,102,374,535,370,4,0.787,0.699,0.989,0.544
2024-02-03,Press-01,Night,480,469,11,610,766,580,30,0.977,0.796,0.951,0.74
2024-02-03,Assembly-01,Morning,480,437,43,488,648,467,21,0.91,0.753,0.957,0.656
2024-02-03,Assembly-01,Afternoon,480,421,59,623,659,607,16,0.877,0.945,0.974,0.807
2024-02-03,Assembly-01,Night,480,372,108,488,545,475,13,0.775,0.895,0.973,0.675
2024-02-03,Welding-01,Morning,480,464,16,641,734,607,34,0.967,0.873,0.947,0.799
2024-02-03,Welding-01,Afternoon,480,467,13,506,669,493,13,0.973,0.756,0.974,0.716
2024-02-03,Welding-01,Night,480,419,61,597,691,556,41,0.873,0.864,0.931,0.702
2024-02-04,CNC-01,Morning,480,421,59,543,589,521,22,0.877,0.922,0.959,0.775
2024-02-04,CNC-01,Afternoon,480,372,108,443,533,424,19,0.775,0.831,0.957,0.616
2024-02-04,CNC-01,Night,480,400,80,446,560,412,34,0.833,0.796,0.924,0.613
2024-02-04,CNC-02,Morning,480,416,64,411,561,395,16,0.867,0.733,0.961,0.611
2024-02-04,CNC-02,Afternoon,480,369,111,488,578,460,28,0.769,0.844,0.943,0.612
2024-02-04,CNC-02,Night,480,432,48,455,604,451,4,0.9,0.753,0.991,0.672
2024-02-04,Press-01,Morning,480,362,118,419,585,414,5,0.754,0.716,0.988,0.533
2024-02-04,Press-01,Afternoon,480,390,90,408,533,386,22,0.812,0.765,0.946,0.588
2024-02-04,Press-01,Night,480,450,30,569,742,558,11,0.938,0.767,0.981,0.706
2024-02-04,Assembly-01,Morning,480,403,77,424,544,398,26,0.84,0.779,0.939,0.614
2024-02-04,Assembly-01,Afternoon,480,367,113,398,501,384,14,0.765,0.794,0.965,0.586
2024-02-04,Assembly-01,Night,480,433,47,575,642,534,41,0.902,0.896,0.929,0.751
2024-02-04,Welding-01,Morning,480,366,114,506,585,468,38,0.762,0.865,0.925,0.61
2024-02-04,Welding-01,Afternoon,480,469,11,567,742,528,39,0.977,0.764,0.931,0.695
2024-02-04,Welding-01,Night,480,413,67,488,598,462,26,0.86,0.816,0.947,0.665
2024-02-05,CNC-01,Morning,480,437,43,585,633,554,31,0.91,0.924,0.947,0.796
2024-02-05,CNC-01,Afternoon,480,392,88,449,627,429,20,0.817,0.716,0.955,0.559
2024-02-05,CNC-01,Night,480,388,92,480,543,458,22,0.808,0.884,0.954,0.681
2024-02-05,CNC-02,Morning,480,370,110,381,536,375,6,0.771,0.711,0.984,0.539
2024-02-05,CNC-02,Afternoon,480,428,52,409,570,403,6,0.892,0.718,0.985,0.631
2024-02-05,CNC-02,Night,480,447,33,671,715,630,41,0.931,0.938,0.939,0.82
2024-02-05,Press-01,Morning,480,413,67,606,640,559,47,0.86,0.947,0.922,0.751
2024-02-05,Press-01,Afternoon,480,388,92,498,556,481,17,0.808,0.896,0.966,0.699
2024-02-05,Press-01,Night,480,413,67,484,578,452,32,0.86,0.837,0.934,0.672
2024-02-05,Assembly-01,Morning,480,463,17,484,686,477,7,0.965,0.706,0.986,0.672
2024-02-05,Assembly-01,Afternoon,480,379,101,469,606,440,29,0.79,0.774,0.938,0.574
2024-02-05,Assembly-01,Night,480,446,34,520,654,508,12,0.929,0.795,0.977,0.722
2024-02-05,Welding-01,Morning,480,422,58,498,583,467,31,0.879,0.854,0.938,0.704
2024-02-05,Welding-01,Afternoon,480,430,50,542,695,532,10,0.896,0.78,0.982,0.686
2024-02-05,Welding-01,Night,480,380,100,401,551,384,17,0.792,0.728,0.958,0.552
2024-02-06,CNC-01,Morning,480,439,41,627,695,592,35,0.915,0.902,0.944,0.779
2024-02-06,CNC-01,Afternoon,480,460,20,535,682,495,40,0.958,0.784,0.925,0.695
2024-02-06,CNC-01,Night,480,416,64,483,610,464,19,0.867,0.792,0.961,0.66
2024-02-06,CNC-02,Morning,480,382,98,577,617,562,15,0.796,0.935,0.974,0.725
2024-02-06,CNC-02,Afternoon,480,386,94,438,585,407,31,0.804,0.749,0.929,0.559
2024-02-06,CNC-02,Night,480,450,30,533,615,516,17,0.938,0.867,0.968,0.787
2024-02-06,Press-01,Morning,480,432,48,528,691,503,25,0.9,0.764,0.953,0.655
2024-02-06,Press-01,Afternoon,480,450,30,521,690,481,40,0.938,0.755,0.923,0.654
2024-02-06,Press-01,Night,480,425,55,517,616,506,11,0.885,0.839,0.979,0.727
2024-02-06,Assembly-01,Morning,480,375,105,438,562,411,27,0.781,0.779,0.938,0.571
2024-02-06,Assembly-01,Afternoon,480,382,98,434,585,426,8,0.796,0.742,0.982,0.58
2024-02-06,Assembly-01,Night,480,392,88,584,646,570,14,0.817,0.904,0.976,0.721
2024-02-06,Welding-01,Morning,480,448,32,600,679,572,28,0.933,0.884,0.953,0.786
2024-02-06,Welding-01,Afternoon,480,410,70,452,546,439,13,0.854,0.828,0.971,0.687
2024-02-06,Welding-01,Night,480,452,28,546,647,508,38,0.942,0.844,0.93,0.739
2024-02-07,CNC-01,Morning,480,370,110,429,579,408,21,0.771,0.741,0.951,0.543
2024-02-07,CNC-01,Afternoon,480,399,81,471,532,438,33,0.831,0.885,0.93,0.684
2024-02-07,CNC-01,Night,480,467,13,506,677,470,36,0.973,0.747,0.929,0.675
2024-02-07,CNC-02,Morning,480,373,107,435,559,409,26,0.777,0.778,0.94,0.568
2024-02-07,CNC-02,Afternoon,480,425,55,520,609,490,30,0.885,0.854,0.942,0.712
2024-02-07,CNC-02,Night,480,458,22,563,671,558,5,0.954,0.839,0.991,0.793
2024-02-07,Press-01,Morning,480,381,99,512,577,500,12,0.794,0.887,0.977,0.688
2024-02-07,Press-01,Afternoon,480,437,43,563,721,552,11,0.91,0.781,0.98,0.696
2024-02-07,Press-01,Night,480,401,79,621,654,599,22,0.835,0.95,0.965,0.765
2024-02-07,Assembly-01,Morning,480,467,13,689,770,672,17,0.973,0.895,0.975,0.849
2024-02-07,Assembly-01,Afternoon,480,445,35,539,623,534,5,0.927,0.865,0.991,0.795
2024-02-07,Assembly-01,Night,480,368,112,466,545,450,16,0.767,0.855,0.966,0.633
2024-02-07,Welding-01,Morning,480,414,66,459,634,436,23,0.863,0.724,0.95,0.594
2024-02-07,Welding-01,Afternoon,480,467,13,637,723,626,11,0.973,0.881,0.983,0.843
2024-02-07,Welding-01,Night,480,413,67,572,681,543,29,0.86,0.84,0.949,0.686
2024-02-08,CNC-01,Morning,480,437,43,600,706,594,6,0.91,0.85,0.99,0.766
2024-02-08,CNC-01,Afternoon,480,452,28,621,723,609,12,0.942,0.859,0.981,0.794
2024-02-08,CNC-01,Night,480,447,33,607,685,560,47,0.931,0.886,0.923,0.761
2024-02-08,CNC-02,Morning,480,440,40,504,608,484,20,0.917,0.829,0.96,0.73
2024-02-08,CNC-02,Afternoon,480,371,109,479,593,472,7,0.773,0.808,0.985,0.615
2024-02-08,CNC-02,Night,480,379,101,563,593,521,42,0.79,0.949,0.925,0.693
2024-02-08,Press-01,Morning,480,426,54,457,568,433,24,0.887,0.805,0.947,0.676
2024-02-08,Press-01,Afternoon,480,424,56,533,664,497,36,0.883,0.803,0.932,0.661
2024-02-08,Press-01,Night,480,396,84,478,567,454,24,0.825,0.843,0.95,0.661
2024-02-08,Assembly-01,Morning,480,410,70,476,608,471,5,0.854,0.783,0.989,0.661
2024-02-08,Assembly-01,Afternoon,480,377,103,505,578,468,37,0.785,0.874,0.927,0.636
2024-02-08,Assembly-01,Night,480,420,60,524,686,504,20,0.875,0.764,0.962,0.643
2024-02-08,Welding-01,Morning,480,402,78,461,562,443,18,0.838,0.82,0.961,0.66
2024-02-08,Welding-01,Afternoon,480,407,73,499,569,472,27,0.848,0.877,0.946,0.704
2024-02-08,Welding-01,Night,480,368,112,434,527,417,17,0.767,0.824,0.961,0.607
2024-02-09,CNC-01,Morning,480,414,66,510,572,500,10,0.863,0.892,0.98,0.754
2024-02-09,CNC-01,Afternoon,480,411,69,457,623,429,28,0.856,0.734,0.939,0.59
